type,name,pruned_on,sparsity,module,mean,std,min,max
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.15.input_layernorm,-0.0029,0.4150,-7.6719,5.6484
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.15.self_attn.q_proj,0.0438,0.9861,-7.8984,9.5156
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.15.self_attn.k_proj,0.0209,1.3112,-8.8281,10.1562
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.15.self_attn.v_proj,0.0007,0.2551,-1.5889,1.7129
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.15.self_attn.o_proj,-0.0001,0.0403,-0.9395,0.5073
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.15.post_attention_layernorm,-0.0015,0.2580,-6.5078,4.2930
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.15.mlp.gate_proj,-0.3013,0.3616,-5.7812,4.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.15.mlp.up_proj,-0.0006,0.2614,-2.4043,3.5684
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.15.mlp.down_proj,-0.0007,0.0884,-1.5771,1.6602
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.16.input_layernorm,-0.0036,0.4246,-7.3164,6.0938
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.16.self_attn.q_proj,0.0251,0.9732,-6.4219,9.0234
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.16.self_attn.k_proj,0.0509,1.3815,-9.6328,11.2422
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.16.self_attn.v_proj,0.0017,0.3080,-3.2461,1.6191
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.16.self_attn.o_proj,0.0002,0.0339,-0.4412,1.0342
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.16.post_attention_layernorm,-0.0013,0.2530,-6.0586,4.1992
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.16.mlp.gate_proj,-0.2543,0.3352,-4.0820,4.1172
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.16.mlp.up_proj,-0.0023,0.2485,-3.1758,2.2734
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.16.mlp.down_proj,-0.0013,0.0814,-1.1387,1.4883
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.17.input_layernorm,-0.0043,0.4194,-6.1875,6.4219
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.17.self_attn.q_proj,0.0110,0.9871,-7.1523,7.2344
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.17.self_attn.k_proj,-0.0235,1.3270,-10.9062,9.1250
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.17.self_attn.v_proj,-0.0047,0.3051,-1.6455,2.3809
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.17.self_attn.o_proj,-0.0006,0.0426,-0.5137,0.9258
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.17.post_attention_layernorm,-0.0029,0.2560,-6.2305,4.1328
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.17.mlp.gate_proj,-0.2418,0.3306,-4.5430,5.2500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.17.mlp.up_proj,0.0010,0.2505,-2.6562,1.7891
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.17.mlp.down_proj,-0.0007,0.0725,-1.6602,1.0596
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.18.input_layernorm,-0.0067,0.4461,-6.8047,6.9102
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.18.self_attn.q_proj,0.0034,0.9402,-7.2656,9.5000
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.18.self_attn.k_proj,0.0059,1.3497,-8.9922,9.6562
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.18.self_attn.v_proj,0.0068,0.3065,-1.6846,1.5361
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.18.self_attn.o_proj,-0.0003,0.0346,-1.0088,1.3682
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.18.post_attention_layernorm,-0.0037,0.2544,-6.1875,4.4375
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.18.mlp.gate_proj,-0.2198,0.3238,-4.2422,5.6797
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.18.mlp.up_proj,0.0000,0.2517,-3.5527,3.5391
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.18.mlp.down_proj,-0.0006,0.0741,-0.9136,1.1982
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.19.input_layernorm,-0.0061,0.4245,-6.1055,6.9375
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.19.self_attn.q_proj,-0.0004,1.0394,-13.2344,14.2188
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.19.self_attn.k_proj,-0.0035,1.3585,-13.3984,10.3438
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.19.self_attn.v_proj,-0.0004,0.2996,-1.8730,2.3887
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.19.self_attn.o_proj,-0.0002,0.0454,-0.7373,0.5366
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.19.post_attention_layernorm,-0.0038,0.2637,-6.2812,4.6328
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.19.mlp.gate_proj,-0.2436,0.3439,-3.9785,5.1445
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.19.mlp.up_proj,-0.0022,0.2698,-4.9297,2.7148
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.19.mlp.down_proj,-0.0009,0.0852,-2.0645,0.9233
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.20.input_layernorm,-0.0067,0.4158,-6.3594,6.4141
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.20.self_attn.q_proj,0.0410,1.0020,-12.8672,11.4062
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.20.self_attn.k_proj,-0.0179,1.3025,-10.4375,11.1406
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.20.self_attn.v_proj,0.0025,0.3286,-2.1289,1.6602
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.20.self_attn.o_proj,-0.0004,0.0333,-0.8120,0.2844
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.20.post_attention_layernorm,-0.0038,0.2563,-6.4805,4.6172
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.20.mlp.gate_proj,-0.2062,0.3234,-4.1172,3.0059
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.20.mlp.up_proj,-0.0011,0.2579,-4.2852,2.8242
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.20.mlp.down_proj,-0.0006,0.0746,-1.7178,0.8892
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.21.input_layernorm,-0.0071,0.4269,-6.4062,6.0781
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.21.self_attn.q_proj,0.0190,1.0358,-12.5703,15.1094
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.21.self_attn.k_proj,0.0076,1.3417,-11.2578,12.5703
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.21.self_attn.v_proj,0.0058,0.3769,-2.4395,2.3828
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.21.self_attn.o_proj,-0.0009,0.0500,-0.9043,0.3171
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.21.post_attention_layernorm,-0.0041,0.2566,-6.5000,4.8750
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.21.mlp.gate_proj,-0.1781,0.3275,-4.4336,4.3203
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.21.mlp.up_proj,0.0020,0.2614,-4.5195,2.8379
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.21.mlp.down_proj,-0.0002,0.0706,-0.7373,0.4834
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.22.input_layernorm,-0.0074,0.4120,-6.1406,5.0352
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.22.self_attn.q_proj,-0.0187,1.1557,-17.3281,16.7812
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.22.self_attn.k_proj,-0.0076,1.3110,-8.4219,12.6484
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.22.self_attn.v_proj,-0.0071,0.3874,-2.8301,3.2383
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.22.self_attn.o_proj,-0.0006,0.0522,-1.1230,0.3923
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.22.post_attention_layernorm,-0.0039,0.2666,-6.8086,5.6172
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.22.mlp.gate_proj,-0.1888,0.3557,-4.6211,3.5273
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.22.mlp.up_proj,0.0019,0.2756,-4.5742,2.5488
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.22.mlp.down_proj,-0.0015,0.0822,-2.1504,0.6108
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.23.input_layernorm,-0.0086,0.4099,-7.0312,6.3711
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.23.self_attn.q_proj,0.0310,0.9717,-4.9336,11.9531
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.23.self_attn.k_proj,0.0045,1.3283,-11.3516,10.6016
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.23.self_attn.v_proj,0.0043,0.3233,-1.8867,2.0879
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.23.self_attn.o_proj,0.0007,0.0515,-0.5571,0.3298
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.23.post_attention_layernorm,-0.0042,0.2808,-7.1797,6.1055
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.23.mlp.gate_proj,-0.2134,0.4202,-4.6680,3.7363
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.23.mlp.up_proj,-0.0008,0.3101,-3.1055,3.1055
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.23.mlp.down_proj,-0.0014,0.1028,-2.8418,0.7954
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.24.input_layernorm,-0.0088,0.4410,-6.8477,6.0078
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.24.self_attn.q_proj,-0.0172,1.0048,-12.2578,8.3516
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.24.self_attn.k_proj,-0.0592,1.3880,-13.0938,9.2266
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.24.self_attn.v_proj,0.0040,0.4672,-2.3945,3.2363
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.24.self_attn.o_proj,-0.0004,0.0820,-2.7773,0.5610
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.24.post_attention_layernorm,-0.0045,0.2878,-7.0703,7.3828
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.24.mlp.gate_proj,-0.2086,0.4433,-4.7305,6.8906
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.24.mlp.up_proj,-0.0032,0.3362,-5.0664,2.5176
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.24.mlp.down_proj,-0.0018,0.1134,-0.6704,1.3564
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.25.input_layernorm,-0.0088,0.4068,-5.5352,5.0859
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.25.self_attn.q_proj,0.0240,1.0124,-8.0156,9.8047
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.25.self_attn.k_proj,0.0505,1.3508,-10.1250,14.2812
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.25.self_attn.v_proj,0.0136,0.4095,-2.1836,2.7344
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.25.self_attn.o_proj,0.0006,0.0914,-1.4590,0.8296
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.25.post_attention_layernorm,-0.0056,0.3268,-8.8438,8.8047
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.25.mlp.gate_proj,-0.2406,0.5732,-5.3320,8.4766
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.25.mlp.up_proj,0.0001,0.4600,-6.3398,5.1406
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.25.mlp.down_proj,0.0002,0.1689,-1.4229,1.6250
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.26.input_layernorm,-0.0073,0.4237,-6.4648,6.0820
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.26.self_attn.q_proj,-0.0204,1.0731,-11.8828,8.8594
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.26.self_attn.k_proj,-0.0248,1.3807,-8.7188,11.1094
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.26.self_attn.v_proj,0.0115,0.4967,-2.6992,3.4043
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.26.self_attn.o_proj,0.0002,0.1307,-1.2930,1.5967
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.26.post_attention_layernorm,-0.0049,0.3534,-7.7227,9.5234
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.26.mlp.gate_proj,-0.2713,0.6857,-7.2773,18.7656
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.26.mlp.up_proj,0.0073,0.6466,-7.3281,8.2500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.26.mlp.down_proj,-0.0001,0.6190,-19.2812,18.1094
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.27.input_layernorm,-0.0036,0.4019,-4.5352,4.8359
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.27.self_attn.q_proj,-0.0017,1.3075,-9.4062,11.8984
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.27.self_attn.k_proj,-0.0308,1.5746,-14.1797,11.8828
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.27.self_attn.v_proj,-0.0035,0.4686,-4.2148,2.7383
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.27.self_attn.o_proj,0.0053,0.2376,-3.4043,3.7207
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.27.post_attention_layernorm,-0.0003,0.3533,-9.3984,9.0156
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.27.mlp.gate_proj,-0.0139,0.8766,-50.2500,10.3516
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.27.mlp.up_proj,0.0131,1.0450,-51.5625,12.6094
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.layers.27.mlp.down_proj,0.0411,1.6424,-104.1875,104.1250
pruned,Llama-3.2-3b-Instruct,UOT,25pct,model.norm,0.0360,1.0692,-16.1562,21.6250
pruned,Llama-3.2-3b-Instruct,UOT,25pct,lm_head,-1.9137,1.4539,-9.3672,11.0859
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.embed_tokens,0.0001,0.0195,-0.1187,0.1553
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.0.input_layernorm,0.0009,0.1281,-3.1797,2.6953
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.0.self_attn.q_proj,-0.0205,1.0169,-12.3594,11.9688
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.0.self_attn.k_proj,0.0307,1.1714,-13.2109,7.6445
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.0.self_attn.v_proj,0.0003,0.0568,-0.4646,0.4905
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.0.self_attn.o_proj,0.0003,0.0166,-0.2505,0.1450
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.0.post_attention_layernorm,0.0023,0.1370,-1.1553,0.8691
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.0.mlp.gate_proj,-0.0036,0.1659,-2.9297,1.1445
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.0.mlp.up_proj,-0.0002,0.1485,-1.6777,0.9888
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.0.mlp.down_proj,0.0001,0.0338,-0.8413,0.3757
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.1.input_layernorm,0.0029,0.2050,-3.0645,3.0586
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.1.self_attn.q_proj,0.0306,1.4682,-9.2656,7.5820
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.1.self_attn.k_proj,0.0200,1.9065,-10.8750,10.2891
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.1.self_attn.v_proj,0.0020,0.1025,-0.8740,2.1094
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.1.self_attn.o_proj,-0.0009,0.0542,-0.6372,0.8071
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.1.post_attention_layernorm,-0.0006,0.1621,-3.2441,4.5547
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.1.mlp.gate_proj,-0.0904,0.2305,-15.6641,14.7891
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.1.mlp.up_proj,-0.0004,0.2066,-30.2500,4.2891
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.1.mlp.down_proj,-0.0176,3.1075,-276.2500,299.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.2.input_layernorm,0.0009,0.3915,-5.4844,8.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.2.self_attn.q_proj,-0.0593,1.2905,-11.3203,9.7344
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.2.self_attn.k_proj,-0.0306,1.6159,-13.2422,13.6875
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.2.self_attn.v_proj,0.0006,0.1750,-1.0449,1.4561
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.2.self_attn.o_proj,0.0001,0.0228,-0.3979,0.3052
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.2.post_attention_layernorm,-0.0013,0.1782,-4.5039,4.1680
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.2.mlp.gate_proj,-0.0656,0.1859,-2.7617,0.9844
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.2.mlp.up_proj,0.0005,0.1656,-1.8730,2.1035
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.2.mlp.down_proj,-0.0004,0.0295,-0.8569,1.2715
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.3.input_layernorm,-0.0028,0.3152,-2.8477,2.8125
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.3.self_attn.q_proj,-0.0149,1.1773,-10.1328,9.9531
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.3.self_attn.k_proj,-0.0082,1.3934,-12.6406,14.8750
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.3.self_attn.v_proj,-0.0000,0.2099,-1.9326,1.3701
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.3.self_attn.o_proj,0.0004,0.0238,-0.2571,0.1837
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.3.post_attention_layernorm,-0.0010,0.2004,-5.3281,5.7148
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.3.mlp.gate_proj,-0.1172,0.2261,-2.7637,2.9492
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.3.mlp.up_proj,0.0001,0.1840,-1.3730,2.8008
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.3.mlp.down_proj,0.0001,0.0368,-0.4817,1.1533
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.4.input_layernorm,-0.0004,0.3122,-3.5117,3.1426
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.4.self_attn.q_proj,-0.0134,1.3490,-12.5938,9.5312
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.4.self_attn.k_proj,-0.0246,1.5662,-12.5938,12.4766
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.4.self_attn.v_proj,-0.0014,0.2063,-1.1289,1.3477
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.4.self_attn.o_proj,-0.0002,0.0339,-0.3821,0.1886
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.4.post_attention_layernorm,-0.0009,0.2149,-5.1914,6.5508
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.4.mlp.gate_proj,-0.2228,0.2771,-1.9082,1.0146
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.4.mlp.up_proj,0.0016,0.1965,-1.9160,1.6064
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.4.mlp.down_proj,-0.0000,0.0444,-0.4514,1.4629
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.5.input_layernorm,-0.0014,0.3732,-4.1406,4.1055
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.5.self_attn.q_proj,-0.0387,1.3062,-10.7031,10.9609
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.5.self_attn.k_proj,0.0170,1.5774,-9.7422,12.0547
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.5.self_attn.v_proj,-0.0003,0.2069,-1.4824,1.2441
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.5.self_attn.o_proj,0.0002,0.0320,-0.2249,0.1982
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.5.post_attention_layernorm,-0.0009,0.2249,-5.6016,6.9648
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.5.mlp.gate_proj,-0.2066,0.2703,-3.3164,1.5908
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.5.mlp.up_proj,0.0006,0.2053,-2.4375,3.5059
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.5.mlp.down_proj,0.0003,0.0469,-0.3127,1.3818
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.6.input_layernorm,0.0002,0.3504,-3.5156,4.4883
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.6.self_attn.q_proj,-0.0219,1.2726,-12.4688,10.8828
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.6.self_attn.k_proj,0.0490,1.6368,-11.9766,13.6172
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.6.self_attn.v_proj,0.0043,0.2101,-1.2627,1.1592
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.6.self_attn.o_proj,0.0007,0.0341,-0.6670,0.2157
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.6.post_attention_layernorm,0.0009,0.2336,-6.1523,7.7344
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.6.mlp.gate_proj,-0.2201,0.2929,-3.8750,1.7520
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.6.mlp.up_proj,-0.0012,0.2123,-2.4395,3.7031
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.6.mlp.down_proj,-0.0007,0.0531,-0.5547,2.0527
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.7.input_layernorm,-0.0004,0.3404,-4.9766,5.4727
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.7.self_attn.q_proj,0.0260,1.2240,-11.3203,11.9062
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.7.self_attn.k_proj,-0.0169,1.6472,-13.7734,9.0000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.7.self_attn.v_proj,-0.0018,0.2145,-1.2871,1.5527
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.7.self_attn.o_proj,-0.0001,0.0429,-0.2400,0.6587
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.7.post_attention_layernorm,-0.0015,0.2326,-5.7695,7.1719
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.7.mlp.gate_proj,-0.1933,0.2780,-2.7207,2.1172
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.7.mlp.up_proj,-0.0007,0.2200,-2.3906,3.0586
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.7.mlp.down_proj,0.0005,0.0513,-0.2913,1.4189
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.8.input_layernorm,0.0004,0.3725,-4.6914,5.9258
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.8.self_attn.q_proj,-0.0098,1.0819,-10.7188,9.3672
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.8.self_attn.k_proj,0.0153,1.5474,-12.6875,13.9297
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.8.self_attn.v_proj,-0.0026,0.2371,-1.4619,1.9404
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.8.self_attn.o_proj,0.0006,0.0354,-0.5933,0.4668
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.8.post_attention_layernorm,0.0005,0.2331,-5.8516,7.0234
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.8.mlp.gate_proj,-0.1793,0.2902,-2.5508,1.7227
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.8.mlp.up_proj,0.0029,0.2216,-1.7500,2.7578
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.8.mlp.down_proj,-0.0002,0.0524,-0.4180,1.4551
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.9.input_layernorm,0.0017,0.3664,-5.7891,5.9922
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.9.self_attn.q_proj,0.0149,1.0437,-9.4688,8.6953
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.9.self_attn.k_proj,-0.0034,1.4774,-17.0938,9.6641
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.9.self_attn.v_proj,-0.0034,0.2522,-1.4463,1.7314
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.9.self_attn.o_proj,0.0002,0.0339,-0.2249,0.7334
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.9.post_attention_layernorm,0.0005,0.2273,-5.8242,6.7539
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.9.mlp.gate_proj,-0.1576,0.2752,-2.7344,1.9492
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.9.mlp.up_proj,-0.0011,0.2180,-2.8730,1.5879
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.9.mlp.down_proj,-0.0003,0.0478,-0.2874,1.2207
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.10.input_layernorm,0.0009,0.3751,-6.1055,6.4844
