type,name,pruned_on,sparsity,layer,mean,std,min,max,l2_norm,total_params,nonzero_params
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.8.post_attention_layernorm.weight,0.2635,0.0310,0.0000,0.3418,14.7046,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.9.self_attn.q_proj.weight,-0.0000,0.0234,-0.2793,0.2324,71.9728,9437184,4718591
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.9.self_attn.k_proj.weight,-0.0000,0.0308,-0.2695,0.2969,54.5719,3145728,1572864
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.9.self_attn.v_proj.weight,0.0000,0.0132,-0.1016,0.0996,23.3912,3145728,1572862
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.9.self_attn.o_proj.weight,-0.0000,0.0145,-0.5039,0.5117,44.4510,9437184,4718586
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.9.mlp.gate_proj.weight,0.0000,0.0189,-0.4570,0.5859,94.6155,25165824,12582911
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.9.mlp.up_proj.weight,-0.0000,0.0168,-0.3184,0.2637,84.4825,25165824,12582910
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.9.mlp.down_proj.weight,0.0000,0.0165,-0.7422,0.6484,82.7323,25165824,12582911
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.9.input_layernorm.weight,0.3758,0.0627,0.1074,0.9258,21.1157,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.9.post_attention_layernorm.weight,0.2616,0.0331,0.0537,0.3574,14.6140,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.10.self_attn.q_proj.weight,-0.0000,0.0230,-0.2412,0.2598,70.5694,9437184,4718592
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.10.self_attn.k_proj.weight,-0.0000,0.0303,-0.3652,0.4297,53.7274,3145728,1572863
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.10.self_attn.v_proj.weight,-0.0000,0.0114,-0.0908,0.0879,20.2324,3145728,1572860
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.10.self_attn.o_proj.weight,-0.0000,0.0133,-0.4023,0.6172,40.8913,9437184,4718587
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.10.mlp.gate_proj.weight,0.0000,0.0183,-0.4453,0.3984,91.7077,25165824,12582909
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.10.mlp.up_proj.weight,-0.0000,0.0169,-0.2471,0.2393,84.6876,25165824,12582911
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.10.mlp.down_proj.weight,0.0000,0.0166,-0.4668,0.5742,83.1862,25165824,12582903
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.10.input_layernorm.weight,0.3834,0.0631,0.1084,0.8516,21.5375,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.10.post_attention_layernorm.weight,0.2673,0.0298,0.0659,0.3633,14.9053,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.11.self_attn.q_proj.weight,0.0000,0.0229,-0.2256,0.2080,70.3772,9437184,4718588
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.11.self_attn.k_proj.weight,-0.0000,0.0297,-0.2227,0.2578,52.5887,3145728,1572863
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.11.self_attn.v_proj.weight,-0.0000,0.0135,-0.0835,0.1182,23.9820,3145728,1572862
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.11.self_attn.o_proj.weight,-0.0000,0.0147,-0.5156,0.4199,45.0774,9437184,4718585
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.11.mlp.gate_proj.weight,-0.0000,0.0180,-0.4727,0.4922,90.4240,25165824,12582904
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.11.mlp.up_proj.weight,0.0000,0.0171,-0.4941,0.3574,85.7283,25165824,12582904
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.11.mlp.down_proj.weight,0.0000,0.0168,-0.9648,0.5312,84.0618,25165824,12582909
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.11.input_layernorm.weight,0.3641,0.0626,0.1006,0.6758,20.4787,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.11.post_attention_layernorm.weight,0.2709,0.0237,0.0703,0.3711,15.0698,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.12.self_attn.q_proj.weight,-0.0000,0.0233,-0.2021,0.2617,71.4921,9437184,4718586
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.12.self_attn.k_proj.weight,0.0000,0.0302,-0.2891,0.2988,53.5223,3145728,1572863
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.12.self_attn.v_proj.weight,0.0000,0.0121,-0.0957,0.1445,21.5090,3145728,1572861
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.12.self_attn.o_proj.weight,-0.0000,0.0138,-0.8047,0.5312,42.3138,9437184,4718590
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.12.mlp.gate_proj.weight,-0.0000,0.0180,-0.4531,0.5312,90.1663,25165824,12582898
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.12.mlp.up_proj.weight,-0.0000,0.0173,-0.4062,0.4844,86.6098,25165824,12582905
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.12.mlp.down_proj.weight,0.0000,0.0168,-0.6016,0.9297,84.1258,25165824,12582911
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.12.input_layernorm.weight,0.4173,0.0736,0.1104,0.9336,23.4833,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.12.post_attention_layernorm.weight,0.2795,0.0230,0.0767,0.3984,15.5444,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.13.self_attn.q_proj.weight,-0.0000,0.0225,-0.3516,0.3555,69.2684,9437184,4718588
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.13.self_attn.k_proj.weight,0.0000,0.0301,-0.3828,0.3770,53.3621,3145728,1572864
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.13.self_attn.v_proj.weight,0.0000,0.0126,-0.0996,0.1108,22.2833,3145728,1572863
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.13.self_attn.o_proj.weight,-0.0000,0.0141,-0.2539,0.2676,43.3928,9437184,4718592
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.13.mlp.gate_proj.weight,-0.0001,0.0182,-0.4570,0.6289,91.3342,25165824,12582902
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.13.mlp.up_proj.weight,0.0000,0.0173,-0.3906,0.3203,86.6222,25165824,12582910
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.13.mlp.down_proj.weight,-0.0000,0.0169,-0.8281,0.3965,84.7274,25165824,12582904
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.13.input_layernorm.weight,0.4153,0.0565,0.1128,0.8789,23.2288,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.13.post_attention_layernorm.weight,0.2966,0.0211,0.0581,0.3828,16.4821,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.14.self_attn.q_proj.weight,-0.0000,0.0245,-0.3945,0.4102,75.4154,9437184,4718586
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.14.self_attn.k_proj.weight,-0.0000,0.0287,-0.3945,0.3105,50.8844,3145728,1572864
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.14.self_attn.v_proj.weight,0.0000,0.0132,-0.1670,0.2178,23.4149,3145728,1572864
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.14.self_attn.o_proj.weight,0.0000,0.0146,-0.4414,0.4434,44.8847,9437184,4718587
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.14.mlp.gate_proj.weight,-0.0000,0.0185,-0.4512,0.4355,93.0471,25165824,12582898
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.14.mlp.up_proj.weight,0.0000,0.0174,-0.3887,0.2637,87.4294,25165824,12582905
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.14.mlp.down_proj.weight,0.0000,0.0169,-0.6719,0.4453,84.9923,25165824,12582911
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.14.input_layernorm.weight,0.4165,0.0438,0.0913,0.7852,23.2111,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.14.post_attention_layernorm.weight,0.3101,0.0268,0.0566,0.4609,17.2510,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.15.self_attn.q_proj.weight,0.0000,0.0239,-0.2500,0.2598,73.3490,9437184,4718592
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.15.self_attn.k_proj.weight,0.0000,0.0289,-0.2949,0.3418,51.2095,3145728,1572863
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.15.self_attn.v_proj.weight,-0.0000,0.0134,-0.0874,0.0938,23.8288,3145728,1572857
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.15.self_attn.o_proj.weight,-0.0000,0.0144,-0.4219,0.4316,44.2037,9437184,4718592
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.15.mlp.gate_proj.weight,-0.0000,0.0193,-0.3750,0.4648,97.0344,25165824,12582887
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.15.mlp.up_proj.weight,-0.0000,0.0173,-0.3535,0.2295,86.6396,25165824,12582907
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.15.mlp.down_proj.weight,0.0000,0.0169,-0.5469,0.6641,84.7914,25165824,12582897
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.15.input_layernorm.weight,0.4282,0.0428,0.0747,0.8242,23.8498,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.15.post_attention_layernorm.weight,0.3220,0.0323,0.0625,0.4824,17.9376,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.16.self_attn.q_proj.weight,0.0000,0.0239,-0.2910,0.3008,73.3505,9437184,4718592
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.16.self_attn.k_proj.weight,0.0000,0.0299,-0.2852,0.2734,52.9801,3145728,1572864
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.16.self_attn.v_proj.weight,0.0000,0.0129,-0.1318,0.1123,22.9274,3145728,1572861
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.16.self_attn.o_proj.weight,0.0000,0.0136,-0.2559,0.4609,41.7067,9437184,4718590
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.16.mlp.gate_proj.weight,0.0000,0.0196,-0.5273,0.4902,98.4673,25165824,12582893
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.16.mlp.up_proj.weight,-0.0000,0.0171,-0.1865,0.2256,86.0015,25165824,12582905
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.16.mlp.down_proj.weight,-0.0000,0.0169,-0.6836,0.3086,84.7339,25165824,12582908
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.16.input_layernorm.weight,0.4341,0.0407,0.0400,0.8281,24.1677,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.16.post_attention_layernorm.weight,0.3344,0.0385,0.0576,0.4648,18.6578,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.17.self_attn.q_proj.weight,-0.0000,0.0234,-0.2656,0.2695,71.8661,9437184,4718588
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.17.self_attn.k_proj.weight,0.0000,0.0284,-0.3242,0.3457,50.4369,3145728,1572864
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.17.self_attn.v_proj.weight,0.0000,0.0132,-0.1084,0.1055,23.3296,3145728,1572864
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.17.self_attn.o_proj.weight,-0.0000,0.0140,-0.4805,0.4473,42.8973,9437184,4718590
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.17.mlp.gate_proj.weight,-0.0000,0.0197,-0.5742,0.4336,99.0021,25165824,12582907
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.17.mlp.up_proj.weight,0.0000,0.0171,-0.2412,0.2197,85.7781,25165824,12582896
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.17.mlp.down_proj.weight,0.0000,0.0170,-0.6250,0.8047,85.0449,25165824,12582912
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.17.input_layernorm.weight,0.4363,0.0383,0.0488,0.8438,24.2760,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.17.post_attention_layernorm.weight,0.3434,0.0405,0.0549,0.4453,19.1672,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.18.self_attn.q_proj.weight,-0.0000,0.0233,-0.2080,0.2119,71.4324,9437184,4718589
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.18.self_attn.k_proj.weight,-0.0000,0.0280,-0.3496,0.2773,49.5801,3145728,1572861
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.18.self_attn.v_proj.weight,-0.0000,0.0138,-0.1182,0.1128,24.4850,3145728,1572863
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.18.self_attn.o_proj.weight,-0.0000,0.0142,-0.4004,0.3574,43.6913,9437184,4718592
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.18.mlp.gate_proj.weight,-0.0000,0.0197,-0.4414,0.4434,98.7479,25165824,12582907
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.18.mlp.up_proj.weight,-0.0000,0.0172,-0.3496,0.3242,86.2452,25165824,12582905
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.18.mlp.down_proj.weight,0.0000,0.0171,-0.6211,0.5820,85.6967,25165824,12582909
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.18.input_layernorm.weight,0.4455,0.0519,0.0493,0.9883,24.8595,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.18.post_attention_layernorm.weight,0.3523,0.0402,0.0542,0.4707,19.6521,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.19.self_attn.q_proj.weight,-0.0000,0.0227,-0.2480,0.2412,69.8291,9437184,4718582
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.19.self_attn.k_proj.weight,-0.0000,0.0279,-0.3652,0.3164,49.5598,3145728,1572862
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.19.self_attn.v_proj.weight,0.0000,0.0141,-0.1338,0.1523,24.9667,3145728,1572863
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.19.self_attn.o_proj.weight,0.0000,0.0150,-0.2578,0.3164,46.1417,9437184,4718589
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.19.mlp.gate_proj.weight,-0.0000,0.0197,-0.6250,0.5820,98.7772,25165824,12582898
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.19.mlp.up_proj.weight,-0.0000,0.0174,-0.3945,0.5156,87.3275,25165824,12582907
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.19.mlp.down_proj.weight,-0.0000,0.0172,-0.7734,0.2676,86.4556,25165824,12582908
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.19.input_layernorm.weight,0.4402,0.0508,0.0496,0.8750,24.5601,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.19.post_attention_layernorm.weight,0.3684,0.0426,0.0552,0.4590,20.5570,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.20.self_attn.q_proj.weight,0.0000,0.0226,-0.2656,0.2246,69.5322,9437184,4718591
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.20.self_attn.k_proj.weight,-0.0000,0.0277,-0.3398,0.3203,49.1665,3145728,1572864
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.20.self_attn.v_proj.weight,-0.0000,0.0155,-0.1318,0.1187,27.4155,3145728,1572863
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.20.self_attn.o_proj.weight,0.0000,0.0154,-0.5664,0.3223,47.4566,9437184,4718588
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.20.mlp.gate_proj.weight,-0.0000,0.0196,-0.4121,0.5234,98.3848,25165824,12582900
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.20.mlp.up_proj.weight,-0.0000,0.0176,-0.1953,0.2295,88.5010,25165824,12582912
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.20.mlp.down_proj.weight,0.0000,0.0174,-0.4512,0.6406,87.3245,25165824,12582908
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.20.input_layernorm.weight,0.4580,0.0437,0.0425,0.8633,25.4988,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.20.post_attention_layernorm.weight,0.3722,0.0463,0.0588,0.4883,20.7901,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.21.self_attn.q_proj.weight,-0.0000,0.0221,-0.2334,0.2852,67.8179,9437184,4718580
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.21.self_attn.k_proj.weight,0.0000,0.0264,-0.4199,0.3359,46.7520,3145728,1572864
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.21.self_attn.v_proj.weight,-0.0000,0.0169,-0.1533,0.1572,29.9369,3145728,1572864
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.21.self_attn.o_proj.weight,-0.0000,0.0155,-0.2441,0.3184,47.6925,9437184,4718586
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.21.mlp.gate_proj.weight,-0.0000,0.0197,-0.4941,0.4141,98.7717,25165824,12582909
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.21.mlp.up_proj.weight,0.0000,0.0177,-0.3984,0.3027,88.6327,25165824,12582893
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.21.mlp.down_proj.weight,-0.0000,0.0175,-0.4316,0.5664,87.5779,25165824,12582906
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.21.input_layernorm.weight,0.4584,0.0557,0.0383,0.9453,25.5962,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.21.post_attention_layernorm.weight,0.3821,0.0460,0.0542,0.4707,21.3295,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.22.self_attn.q_proj.weight,0.0000,0.0219,-0.2402,0.2949,67.1275,9437184,4718589
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.22.self_attn.k_proj.weight,0.0000,0.0262,-0.4375,0.3906,46.3839,3145728,1572862
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.22.self_attn.v_proj.weight,-0.0000,0.0170,-0.1484,0.1592,30.1212,3145728,1572860
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.22.self_attn.o_proj.weight,0.0000,0.0159,-0.3633,0.3262,48.9462,9437184,4718592
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.22.mlp.gate_proj.weight,-0.0000,0.0199,-0.5742,0.3594,99.5962,25165824,12582912
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.22.mlp.up_proj.weight,-0.0000,0.0177,-0.2314,0.2695,88.9906,25165824,12582897
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.22.mlp.down_proj.weight,0.0000,0.0175,-0.4316,0.6523,87.9357,25165824,12582907
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.22.input_layernorm.weight,0.4628,0.0518,0.0376,0.8828,25.8121,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.22.post_attention_layernorm.weight,0.3954,0.0461,0.0605,0.4883,22.0624,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.23.self_attn.q_proj.weight,0.0000,0.0219,-0.2314,0.2246,67.1973,9437184,4718592
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.23.self_attn.k_proj.weight,-0.0000,0.0271,-0.3770,0.4102,48.0470,3145728,1572858
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.23.self_attn.v_proj.weight,-0.0000,0.0175,-0.1475,0.1523,31.0866,3145728,1572863
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.23.self_attn.o_proj.weight,0.0000,0.0160,-0.2656,0.3828,49.1585,9437184,4718586
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.23.mlp.gate_proj.weight,-0.0000,0.0202,-0.4531,0.4609,101.3902,25165824,12582910
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.23.mlp.up_proj.weight,-0.0000,0.0177,-0.2432,0.2266,88.8143,25165824,12582901
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.23.mlp.down_proj.weight,0.0000,0.0174,-0.3086,0.7148,87.4812,25165824,12582910
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.23.input_layernorm.weight,0.4459,0.0603,0.0476,1.0391,24.9396,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.23.post_attention_layernorm.weight,0.4111,0.0437,0.0505,0.4785,22.9146,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.24.self_attn.q_proj.weight,-0.0000,0.0213,-0.2354,0.2266,65.5417,9437184,4718592
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.24.self_attn.k_proj.weight,-0.0000,0.0261,-0.4023,0.4492,46.2734,3145728,1572864
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.24.self_attn.v_proj.weight,0.0000,0.0185,-0.2930,0.2148,32.7732,3145728,1572864
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.24.self_attn.o_proj.weight,0.0000,0.0159,-0.3711,0.3164,48.7213,9437184,4718586
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.24.mlp.gate_proj.weight,-0.0000,0.0205,-0.4395,0.4023,102.6053,25165824,12582898
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.24.mlp.up_proj.weight,-0.0000,0.0177,-0.2393,0.3008,88.6882,25165824,12582891
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.24.mlp.down_proj.weight,0.0000,0.0172,-0.5117,0.4395,86.4726,25165824,12582902
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.24.input_layernorm.weight,0.4796,0.0793,0.0001,1.1016,26.9412,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.24.post_attention_layernorm.weight,0.4312,0.0418,0.0522,0.4883,24.0121,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.25.self_attn.q_proj.weight,-0.0000,0.0212,-0.2891,0.2490,65.2645,9437184,4718584
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.25.self_attn.k_proj.weight,-0.0000,0.0257,-0.3242,0.4082,45.5673,3145728,1572863
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.25.self_attn.v_proj.weight,0.0000,0.0188,-0.1826,0.1904,33.3710,3145728,1572864
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.25.self_attn.o_proj.weight,0.0000,0.0164,-0.4668,0.3457,50.2818,9437184,4718588
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.25.mlp.gate_proj.weight,-0.0000,0.0203,-0.3750,0.3535,101.9015,25165824,12582900
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.25.mlp.up_proj.weight,-0.0000,0.0177,-0.4238,0.4414,88.5941,25165824,12582907
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.25.mlp.down_proj.weight,-0.0000,0.0169,-0.3672,0.5664,84.6510,25165824,12582906
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.25.input_layernorm.weight,0.4930,0.0566,0.0000,0.9336,27.5048,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.25.post_attention_layernorm.weight,0.4535,0.0393,0.0659,0.5273,25.2276,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.26.self_attn.q_proj.weight,0.0000,0.0206,-0.2734,0.2930,63.2728,9437184,4718586
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.26.self_attn.k_proj.weight,0.0000,0.0235,-0.4082,0.4551,41.7221,3145728,1572864
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.26.self_attn.v_proj.weight,-0.0000,0.0215,-0.2129,0.2314,38.0769,3145728,1572864
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.26.self_attn.o_proj.weight,-0.0000,0.0186,-0.3789,0.3398,57.0575,9437184,4718583
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.26.mlp.gate_proj.weight,-0.0000,0.0206,-0.7539,0.7109,103.3424,25165824,12582905
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.26.mlp.up_proj.weight,-0.0000,0.0178,-0.4805,0.6914,89.2661,25165824,12582912
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.26.mlp.down_proj.weight,-0.0000,0.0165,-0.3594,0.3750,82.8674,25165824,12582903
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.26.input_layernorm.weight,0.4538,0.0926,0.0840,1.1328,25.6718,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.26.post_attention_layernorm.weight,0.4641,0.0398,0.0908,0.5664,25.8173,3072,3072
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.27.self_attn.q_proj.weight,-0.0000,0.0207,-0.2676,0.3242,63.4926,9437184,4718590
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.27.self_attn.k_proj.weight,-0.0000,0.0236,-0.5078,0.5703,41.9194,3145728,1572864
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.27.self_attn.v_proj.weight,-0.0000,0.0189,-0.2617,0.2383,33.5171,3145728,1572863
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.27.self_attn.o_proj.weight,0.0000,0.0181,-0.8594,0.7539,55.5006,9437184,4718590
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.27.mlp.gate_proj.weight,-0.0001,0.0215,-0.7461,0.8516,107.7876,25165824,12582901
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.27.mlp.up_proj.weight,-0.0000,0.0196,-0.7812,0.9062,98.1319,25165824,12582901
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.27.mlp.down_proj.weight,-0.0000,0.0163,-0.5938,0.6523,81.8252,25165824,12582912
pruned,Llama-3.2-3b-Instruct,UOT,50pct,model.layers.27.input_layernorm.weight,0.4218,0.0851,0.0723,0.8906,23.8504,3072,3072
